DATE      	FRAC INTERCEP  	AG RES BIOMASS 	BG RES BIOMASS 	ROOT RES BIOMAS	SFC MANURE C   	AG RES N       	BG RES N       	ROOT RES N     	SFC MANURE N   	STD RES MOIST  	FLAT RES MOIST 
1980-02-01	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-02	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-03	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-04	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-05	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-06	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-07	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-08	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-09	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-10	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-11	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-12	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-13	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-14	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-15	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-16	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-17	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-18	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-19	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-20	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-21	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-22	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-23	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-24	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-25	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-26	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-27	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-28	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-02-29	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-01	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-02	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-03	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-04	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-05	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-06	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-07	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-08	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-09	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-10	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-11	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-12	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-13	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-14	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-15	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-16	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-17	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-18	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-19	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-20	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-21	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-22	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-23	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-24	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-25	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-26	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-27	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-28	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-29	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-30	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-03-31	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-01	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-02	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-03	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-04	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-05	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-06	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-07	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-08	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-09	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-10	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-11	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-12	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-13	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-14	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-15	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-16	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-17	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-18	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-19	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-20	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-21	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-22	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-23	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-24	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-25	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-26	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-27	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-28	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-29	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-04-30	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-05-01	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
1980-05-02	0.000000       	0.000000       	0.000000       	0.000078       	0.000000       	0.000000       	0.000000       	0.001262       	0.000000       	0.000000       	0.000000       
1980-05-03	0.000000       	0.000000       	0.000000       	0.000280       	0.000000       	0.000000       	0.000000       	0.004445       	0.000000       	0.000000       	0.000000       
1980-05-04	0.000000       	0.000000       	0.000000       	0.000569       	0.000000       	0.000000       	0.000000       	0.008918       	0.000000       	0.000000       	0.000000       
1980-05-05	0.000000       	0.000000       	0.000000       	0.000990       	0.000000       	0.000000       	0.000000       	0.015261       	0.000000       	0.000000       	0.000000       
1980-05-06	0.000000       	0.000000       	0.000000       	0.001541       	0.000000       	0.000000       	0.000000       	0.023180       	0.000000       	0.000000       	0.000000       
1980-05-07	0.000000       	0.000000       	0.000000       	0.002020       	0.000000       	0.000000       	0.000000       	0.029627       	0.000000       	0.000000       	0.000000       
1980-05-08	0.000000       	0.000001       	0.000000       	0.002238       	0.000000       	0.000070       	0.000000       	0.032333       	0.000000       	0.196912       	0.000000       
1980-05-09	0.000014       	0.000058       	0.000000       	0.002377       	0.000000       	0.002933       	0.000000       	0.033941       	0.000000       	0.000000       	0.000000       
1980-05-10	0.000014       	0.000057       	0.000000       	0.002753       	0.000000       	0.002909       	0.000000       	0.038908       	0.000000       	0.147618       	0.000000       
1980-05-11	0.000014       	0.000056       	0.000000       	0.003305       	0.000000       	0.002861       	0.000000       	0.046119       	0.000000       	0.000000       	0.000000       
1980-05-12	0.000014       	0.000055       	0.000000       	0.004022       	0.000000       	0.002793       	0.000000       	0.055523       	0.000000       	0.000000       	0.000000       
1980-05-13	0.000014       	0.000054       	0.000000       	0.004960       	0.000000       	0.002722       	0.000000       	0.068042       	0.000000       	0.000000       	0.000000       
1980-05-14	0.000013       	0.000052       	0.000000       	0.006314       	0.000000       	0.002667       	0.000000       	0.085605       	0.000000       	0.000000       	0.000000       
1980-05-15	0.000013       	0.000052       	0.000000       	0.006993       	0.000000       	0.002639       	0.000000       	0.093663       	0.000000       	0.000000       	0.000000       
1980-05-16	0.000013       	0.000051       	0.000000       	0.007898       	0.000000       	0.002607       	0.000000       	0.104861       	0.000000       	0.000000       	0.000000       
1980-05-17	0.000013       	0.000051       	0.000000       	0.008780       	0.000000       	0.002579       	0.000000       	0.115353       	0.000000       	0.000000       	0.000000       
1980-05-18	0.000013       	0.000050       	0.000000       	0.009719       	0.000000       	0.002538       	0.000000       	0.126692       	0.000000       	0.000000       	0.000000       
1980-05-19	0.000012       	0.000049       	0.000000       	0.011303       	0.000000       	0.002481       	0.000000       	0.146645       	0.000000       	0.000000       	0.000000       
1980-05-20	0.000012       	0.000048       	0.000000       	0.012944       	0.000000       	0.002433       	0.000000       	0.166667       	0.000000       	0.000000       	0.000000       
1980-05-21	0.000012       	0.000047       	0.000000       	0.014162       	0.000000       	0.002383       	0.000000       	0.181569       	0.000000       	0.000000       	0.000000       
1980-05-22	0.000012       	0.000046       	0.000000       	0.016871       	0.000000       	0.002328       	0.000000       	0.215911       	0.000000       	0.000000       	0.000000       
1980-05-23	0.000011       	0.000045       	0.000000       	0.019607       	0.000000       	0.002276       	0.000000       	0.250364       	0.000000       	0.000000       	0.087617       
1980-05-24	0.000011       	0.000044       	0.000000       	0.022948       	0.000000       	0.002222       	0.000000       	0.289389       	0.000000       	0.000000       	0.000000       
1980-05-25	0.000011       	0.000043       	0.000000       	0.027902       	0.000000       	0.002186       	0.000000       	0.347109       	0.000000       	0.000000       	0.082953       
1980-05-26	0.000011       	0.000043       	0.000000       	0.031662       	0.000000       	0.002174       	0.000000       	0.388021       	0.000000       	0.000000       	0.070081       
1980-05-27	0.000011       	0.000043       	0.000000       	0.035273       	0.000000       	0.002167       	0.000000       	0.427454       	0.000000       	0.000000       	0.061281       
1980-05-28	0.000011       	0.000042       	0.000000       	0.039131       	0.000000       	0.002159       	0.000000       	0.473145       	0.000000       	0.000000       	0.056110       
1980-05-29	0.000011       	0.000042       	0.000000       	0.044791       	0.000000       	0.002144       	0.000000       	0.536213       	0.000000       	0.000000       	0.000000       
1980-05-30	0.000011       	0.000042       	0.000000       	0.053807       	0.000000       	0.002126       	0.000000       	0.631373       	0.000000       	0.000000       	0.000000       
1980-05-31	0.000010       	0.000041       	0.000000       	0.061975       	0.000000       	0.002067       	0.000000       	0.721623       	0.000000       	0.000000       	0.000000       
1980-06-01	0.000010       	0.000040       	0.000000       	0.070760       	0.000000       	0.002012       	0.000000       	0.816362       	0.000000       	0.000000       	0.000000       
1980-06-02	0.000010       	0.000038       	0.000000       	0.078141       	0.000000       	0.001950       	0.000000       	0.895342       	0.000000       	0.000000       	0.000000       
1980-06-03	0.000010       	0.000037       	0.000000       	0.088863       	0.000000       	0.001891       	0.000000       	1.010295       	0.000000       	0.000000       	0.000000       
1980-06-04	0.000009       	0.000036       	0.000000       	0.103187       	0.000000       	0.001851       	0.000000       	1.158232       	0.000000       	0.000000       	0.115055       
1980-06-05	0.000009       	0.000036       	0.000000       	0.116246       	0.000000       	0.001826       	0.000000       	1.292261       	0.000000       	0.000000       	0.094166       
1980-06-06	0.000009       	0.000035       	0.000000       	0.123863       	0.000000       	0.001795       	0.000000       	1.374615       	0.000000       	0.000000       	0.000000       
1980-06-07	0.000009       	0.000034       	0.000000       	0.140355       	0.000000       	0.001745       	0.000000       	1.550369       	0.000000       	0.000000       	0.000000       
1980-06-08	0.000009       	0.000033       	0.000000       	0.158310       	0.000000       	0.001702       	0.000000       	1.735167       	0.000000       	0.000000       	0.000000       
1980-06-09	0.000008       	0.000033       	0.000000       	0.167610       	0.000000       	0.001679       	0.000000       	1.811791       	0.000000       	0.000000       	0.000000       
1980-06-10	0.000008       	0.000033       	0.000000       	0.179799       	0.000000       	0.001658       	0.000000       	1.914109       	0.000000       	0.000000       	0.000000       
1980-06-11	0.000008       	0.000032       	0.000000       	0.189401       	0.000000       	0.001642       	0.000000       	1.996355       	0.000000       	0.000000       	0.035737       
1980-06-12	0.000008       	0.000032       	0.000000       	0.209345       	0.000000       	0.001619       	0.000000       	2.179737       	0.000000       	0.000000       	0.034364       
1980-06-13	0.000008       	0.000031       	0.000000       	0.238003       	0.000000       	0.001595       	0.000000       	2.457646       	0.000000       	0.000000       	0.000000       
1980-06-14	0.000008       	0.000031       	0.000000       	0.266793       	0.000000       	0.001571       	0.000000       	2.738949       	0.000000       	0.000000       	0.000000       
1980-06-15	0.000008       	0.000030       	0.000000       	0.291192       	0.000000       	0.001529       	0.000000       	2.971780       	0.000000       	0.000000       	0.000000       
1980-06-16	0.000008       	0.000029       	0.000000       	0.318520       	0.000000       	0.001492       	0.000000       	3.215719       	0.000000       	0.000000       	0.000000       
1980-06-17	0.000007       	0.000029       	0.000000       	0.337907       	0.000000       	0.001470       	0.000000       	3.428285       	0.000000       	0.000000       	0.000000       
1980-06-18	0.000007       	0.000028       	0.000000       	0.371172       	0.000000       	0.001443       	0.000000       	3.784398       	0.000000       	0.000000       	0.000000       
1980-06-19	0.000007       	0.000028       	0.000000       	0.407251       	0.000000       	0.001414       	0.000000       	4.155885       	0.000000       	0.000000       	0.000000       
1980-06-20	0.000007       	0.000027       	0.000000       	0.430093       	0.000000       	0.001385       	0.000000       	4.399517       	0.000000       	0.000000       	0.000000       
1980-06-21	0.000007       	0.000027       	0.000000       	0.463224       	0.000000       	0.001365       	0.000000       	4.728532       	0.000000       	0.000000       	0.000000       
1980-06-22	0.000007       	0.000027       	0.000000       	0.493542       	0.000000       	0.001350       	0.000000       	5.019486       	0.000000       	0.000000       	0.000000       
1980-06-23	0.000007       	0.000026       	0.000000       	0.528271       	0.000000       	0.001339       	0.000000       	5.342185       	0.000000       	0.000000       	0.000000       
1980-06-24	0.000007       	0.000026       	0.000000       	0.563308       	0.000000       	0.001330       	0.000000       	5.637215       	0.000000       	0.000000       	0.000000       
1980-06-25	0.000007       	0.000026       	0.000000       	0.602066       	0.000000       	0.001323       	0.000000       	5.952020       	0.000000       	0.000000       	0.000000       
1980-06-26	0.000007       	0.000026       	0.000000       	0.639575       	0.000000       	0.001317       	0.000000       	6.250408       	0.000000       	0.000000       	0.000000       
1980-06-27	0.000006       	0.000026       	0.000000       	0.668793       	0.000000       	0.001311       	0.000000       	6.482670       	0.000000       	0.000000       	0.000000       
1980-06-28	0.000006       	0.000025       	0.000000       	0.694203       	0.000000       	0.001291       	0.000000       	6.657161       	0.000000       	0.181636       	0.515837       
1980-06-29	0.000006       	0.000025       	0.000000       	0.704841       	0.000000       	0.001247       	0.000000       	6.715691       	0.000000       	0.000000       	0.756128       
1980-06-30	0.000006       	0.000024       	0.000000       	0.725809       	0.000000       	0.001210       	0.000000       	6.873606       	0.000000       	0.158779       	0.767442       
1980-07-01	0.000006       	0.000023       	0.000000       	0.751113       	0.000000       	0.001179       	0.000000       	7.064281       	0.000000       	0.151756       	0.231555       
1980-07-02	0.000006       	0.000023       	0.000000       	0.775308       	0.000000       	0.001147       	0.000000       	7.213906       	0.000000       	0.145086       	0.465590       
1980-07-03	0.000006       	0.000022       	0.000000       	0.773610       	0.000000       	0.001110       	0.000000       	7.136266       	0.000000       	0.625929       	0.767442       
1980-07-04	0.000005       	0.000021       	0.000000       	0.786755       	0.000000       	0.001077       	0.000000       	7.173141       	0.000000       	0.419848       	0.767442       
1980-07-05	0.000005       	0.000021       	0.000000       	0.791912       	0.000000       	0.001044       	0.000000       	7.170158       	0.000000       	0.593921       	0.767442       
